user_id,user_gender,user_age,user_occupation,user_income_range,referral_code_used,user_income_source,Saham_AUM,Saham_invested_amount
3720054,Male,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,78225.80645161291
3420232,Male,18,Pelajar,< 10 Juta,non referal,Undian,0,0.0
3779573,Male,18,Pelajar,< 10 Juta,non referal,Undian,1,30948.275862068964
3881338,Male,18,Pelajar,< 10 Juta,non referal,Undian,1,266666.6666666667
3867072,Male,18,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,0,0.0
3857111,Male,18,Pelajar,< 10 Juta,used referral,Tabungan,0,0.0
3881308,Male,18,Pelajar,< 10 Juta,non referal,Gaji,1,167058.82352941178
3771920,Male,18,Pelajar,< 10 Juta,used referral,Undian,1,9482.758620689656
3858924,Female,18,Others,< 10 Juta,non referal,Dari Orang Tua / Anak,0,0.0
3892957,Male,18,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,1,425.531914893617
3867731,Male,18,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,1,17755.102040816328
3789197,Female,18,Pelajar,< 10 Juta,non referal,Undian,0,0.0
3870774,Male,18,Pelajar,> Rp 100 Juta - 500 Juta,non referal,Gaji,1,100000.0
3875984,Female,18,Pelajar,< 10 Juta,non referal,Undian,1,628958.3333333334
1606689,Male,18,Pelajar,< 10 Juta,non referal,Tabungan,1,322400.0
3477439,Female,18,Pelajar,< 10 Juta,non referal,Gaji,1,6705.310344827586
3833587,Male,18,Pelajar,< 10 Juta,non referal,Keuntungan Bisnis,1,2500.0
3811276,Female,18,Pelajar,< 10 Juta,used referral,Tabungan,0,0.0
3825625,Male,18,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Keuntungan Bisnis,1,4185000.0
3885629,Male,18,Pelajar,< 10 Juta,used referral,Undian,0,0.0
3690616,Male,18,Pelajar,< 10 Juta,non referal,Undian,1,404237.28813559323
3879189,Male,18,Pelajar,< 10 Juta,used referral,Gaji,0,0.0
3882553,Male,18,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0.0
3749856,Male,18,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,1,2950.8196721311474
3875596,Male,18,Pelajar,< 10 Juta,used referral,Gaji,1,208.33333333333334
2018940,Male,18,Pelajar,< 10 Juta,non referal,Tabungan,1,14444.444444444445
3806783,Male,18,Pelajar,< 10 Juta,used referral,Gaji,1,1818.1818181818182
3779913,Male,18,Pelajar,< 10 Juta,non referal,Lainnya,1,82307.69230769231
1952474,Male,18,Pelajar,< 10 Juta,non referal,Tabungan,0,0.0
3602786,Male,18,Pelajar,< 10 Juta,non referal,Undian,1,50000.0
3263139,Male,18,Pelajar,< 10 Juta,non referal,Undian,1,55092.6
3897632,Male,18,Pelajar,< 10 Juta,non referal,Gaji,0,0.0
3807253,Female,18,Pelajar,< 10 Juta,used referral,Gaji,1,30000.0
2627085,Female,18,Pelajar,Rp 10 Juta - 50 Juta,non referal,Tabungan,0,0.0
3820134,Male,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,10000.0
3823202,Female,18,Pelajar,< 10 Juta,non referal,Tabungan,1,60000.0
3190127,Female,18,Pelajar,< 10 Juta,used referral,Undian,0,0.0
4376258,Male,18,Pelajar,> Rp 500 Juta - 1 Miliar,used referral,Gaji,0,0.0
4272090,Male,18,Pelajar,< 10 Juta,non referal,Gaji,1,76923.07692307692
4396627,Female,18,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,1,20000.0
4406411,Female,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,0,0.0
4409624,Male,18,Pelajar,< 10 Juta,non referal,Gaji,1,100000.0
4348313,Male,18,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,1,46250.0
4378088,Male,18,Pelajar,< 10 Juta,used referral,Gaji,0,0.0
4340050,Male,18,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0.0
4329994,Male,18,Pelajar,< 10 Juta,used referral,Hasil Investasi,0,0.0
4382541,Male,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,150000.0
4370585,Female,18,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,0,0.0
4348879,Male,18,Pelajar,< 10 Juta,used referral,Gaji,0,0.0
4293258,Male,18,Pelajar,< 10 Juta,used referral,Gaji,0,0.0
4328669,Male,18,Pelajar,< 10 Juta,non referal,Gaji,0,0.0
4409565,Male,18,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,0,0.0
4274453,Male,18,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,1,10000.0
4267379,Male,18,Pelajar,< 10 Juta,non referal,Gaji,0,0.0
4399245,Female,18,Pelajar,< 10 Juta,non referal,Tabungan,1,66666.66666666667
4288025,Male,18,Pelajar,< 10 Juta,used referral,Gaji,0,0.0
4287154,Male,18,Pelajar,< 10 Juta,used referral,Gaji,1,50000.0
4364937,Male,18,Pelajar,< 10 Juta,used referral,Gaji,0,0.0
4301506,Male,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,0,0.0
4330268,Female,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,0,0.0
4356782,Male,18,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0.0
4253091,Male,18,Pelajar,< 10 Juta,non referal,Gaji,0,0.0
4290606,Male,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,10833.333333333334
4375372,Male,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,50000.0
4358041,Male,18,Pelajar,< 10 Juta,non referal,Tabungan,1,66250.0
4290916,Female,18,Pelajar,< 10 Juta,used referral,Gaji,1,5555.555555555556
4275541,Male,18,Pelajar,< 10 Juta,non referal,Gaji,0,0.0
4275098,Male,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,0,0.0
4291477,Male,18,Pelajar,< 10 Juta,non referal,Gaji,0,0.0
4300933,Male,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,45000.0
4368994,Female,18,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0.0
4367954,Male,18,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,1,10000.0
4309081,Male,18,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,1,12727.272727272728
4257965,Male,18,Pelajar,< 10 Juta,non referal,Gaji,1,363636.36363636365
4276214,Male,18,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,1,690000.0
4294573,Male,18,Pelajar,< 10 Juta,non referal,Hasil Investasi,1,15555.555555555555
4255970,Male,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,4166.666666666667
4344355,Female,18,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,1,250000.0
4281074,Female,18,Pelajar,< 10 Juta,used referral,Lainnya,0,0.0
4265602,Male,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,50000.0
4316761,Female,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,10000.0
4294220,Male,18,Pelajar,< 10 Juta,used referral,Gaji,0,0.0
4348645,Male,18,Pelajar,< 10 Juta,non referal,Gaji,0,0.0
4258476,Female,18,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,0,0.0
4259206,Female,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,18571.428571428572
4390113,Male,18,Pelajar,< 10 Juta,used referral,Gaji,0,0.0
4358236,Male,18,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0.0
4251955,Female,18,Pelajar,< 10 Juta,non referal,Gaji,1,10000.0
4321945,Male,18,Pelajar,< 10 Juta,used referral,Gaji,1,372222.22222222225
4406204,Female,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,0,0.0
4396803,Male,18,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,0,0.0
4320090,Female,18,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,1,50000.0
4309236,Male,18,Pelajar,< 10 Juta,used referral,Gaji,0,0.0
4259779,Female,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,100000.0
4390929,Female,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,40000.0
4340705,Female,18,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0.0
4254854,Male,18,Pelajar,< 10 Juta,non referal,Keuntungan Bisnis,0,0.0
4258266,Male,18,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0.0
4272004,Male,18,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0.0
4263572,Male,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,6923.076923076923
4400450,Male,18,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,1,5000.0
4384220,Male,18,Pelajar,< 10 Juta,used referral,Tabungan,0,0.0
4307961,Male,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,75000.0
4332904,Female,18,Pelajar,< 10 Juta,used referral,Lainnya,1,10000.0
4348733,Male,18,Pelajar,< 10 Juta,non referal,Gaji,1,183333.33333333334
4399856,Female,18,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,1,10000.0
4313617,Male,18,Others,< 10 Juta,used referral,Gaji,0,0.0
4297687,Male,18,Pelajar,< 10 Juta,used referral,Gaji,0,0.0
4284054,Female,18,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,1,10000.0
4358643,Male,18,Pelajar,< 10 Juta,non referal,Tabungan,0,0.0
4254635,Male,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,10000.0
4274237,Male,18,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,0,0.0
4305136,Male,18,Pelajar,< 10 Juta,used referral,Gaji,0,0.0
4398983,Male,18,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,0,0.0
4305300,Male,18,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0.0
4342847,Male,18,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0.0
4280659,Female,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,0,0.0
4327016,Male,18,Others,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0.0
4301997,Female,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,70000.0
4404564,Female,18,Pelajar,< 10 Juta,used referral,Gaji,0,0.0
4343692,Male,18,Swasta,< 10 Juta,used referral,Keuntungan Bisnis,0,0.0
4361754,Female,18,Pelajar,< 10 Juta,used referral,Hasil Investasi,1,10000.0
4395781,Male,18,Pelajar,< 10 Juta,non referal,Gaji,0,0.0
4396542,Male,18,Others,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0.0
4405484,Male,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,60000.0
4349867,Male,18,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,0,0.0
4408745,Female,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,50000.0
4382073,Male,18,Pelajar,< 10 Juta,used referral,Gaji,0,0.0
4372484,Male,18,Pelajar,< 10 Juta,used referral,Hasil Investasi,0,0.0
4380451,Female,18,Others,< 10 Juta,used referral,Dari Orang Tua / Anak,1,60000.0
4255696,Female,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,0,0.0
4301190,Male,18,Pelajar,< 10 Juta,used referral,Gaji,0,0.0
4316826,Female,18,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0.0
4361478,Female,18,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,1,10000.0
4366719,Male,18,Pelajar,< 10 Juta,used referral,Gaji,0,0.0
4255518,Female,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,72727.27272727272
4378394,Male,18,Pelajar,< 10 Juta,used referral,Gaji,0,0.0
4250380,Female,18,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0.0
4318111,Male,18,Pelajar,< 10 Juta,non referal,Lainnya,1,40000.0
4343392,Male,18,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,1,79685.0
4361084,Female,18,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0.0
4333125,Female,18,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0.0
4252795,Female,18,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,40000.0
4373818,Male,18,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,1,40000.0
4314804,Male,18,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0.0
4357002,Male,18,Pelajar,Rp 10 Juta - 50 Juta,non referal,Dari Orang Tua / Anak,1,72500.0
4369644,Male,18,Pelajar,Rp 10 Juta - 50 Juta,non referal,Gaji,1,50000.0
4331863,Male,18,Pelajar,Rp 10 Juta - 50 Juta,non referal,Gaji,0,0.0
4315409,Male,18,Pelajar,Rp 10 Juta - 50 Juta,used referral,Keuntungan Bisnis,0,0.0
4255395,Male,18,Others,Rp 10 Juta - 50 Juta,non referal,Gaji,1,104285.71428571429
4262592,Male,18,Pelajar,Rp 10 Juta - 50 Juta,used referral,Keuntungan Bisnis,1,10000.0
4254175,Male,18,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,1,100000.0
4297809,Male,18,Pelajar,Rp 10 Juta - 50 Juta,used referral,Keuntungan Bisnis,0,0.0
4407226,Female,18,Pelajar,Rp 10 Juta - 50 Juta,used referral,Dari Orang Tua / Anak,0,0.0
4263704,Female,18,Pelajar,Rp 10 Juta - 50 Juta,used referral,Keuntungan Bisnis,1,10000.0
4369553,Male,18,Pelajar,Rp 10 Juta - 50 Juta,used referral,Keuntungan Bisnis,0,0.0
4309629,Male,18,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0.0
4284073,Male,18,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0.0
4305500,Male,18,Others,Rp 10 Juta - 50 Juta,used referral,Hasil Investasi,0,0.0
4262639,Male,18,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,1,3076.923076923077
4276213,Female,18,Pelajar,Rp 10 Juta - 50 Juta,used referral,Dari Suami / istri,0,0.0
4354402,Male,18,Pelajar,Rp 10 Juta - 50 Juta,non referal,Gaji,1,60000.0
4333158,Female,18,Pelajar,Rp 10 Juta - 50 Juta,used referral,Keuntungan Bisnis,0,0.0
4277146,Male,18,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0.0
4355079,Male,18,Others,Rp 10 Juta - 50 Juta,used referral,Keuntungan Bisnis,0,0.0
4334317,Male,18,Pelajar,Rp 10 Juta - 50 Juta,non referal,Gaji,1,40000.0
4278063,Male,18,Pelajar,Rp 10 Juta - 50 Juta,non referal,Lainnya,0,0.0
4295652,Male,18,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0.0
4380425,Female,18,Pelajar,> Rp 50 Juta - 100 Juta,non referal,Gaji,0,0.0
4356591,Male,18,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Gaji,0,0.0
4388684,Male,18,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Keuntungan Bisnis,0,0.0
4387884,Male,18,Others,> Rp 50 Juta - 100 Juta,used referral,Gaji,1,10000.0
4375819,Male,18,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Gaji,0,0.0
4311862,Male,18,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Keuntungan Bisnis,0,0.0
4338141,Male,18,Pelajar,> Rp 50 Juta - 100 Juta,non referal,Keuntungan Bisnis,1,8333.333333333334
4399004,Male,18,Pelajar,> Rp 50 Juta - 100 Juta,used referral,Gaji,0,0.0
4250713,Male,18,Others,> Rp 100 Juta - 500 Juta,used referral,Keuntungan Bisnis,0,0.0
528389,Male,19,Pelajar,< 10 Juta,used referral,Lainnya,1,23076.923076923078
2430315,Female,19,Pelajar,< 10 Juta,non referal,Hasil Investasi,1,50000.0
2145643,Female,19,Pelajar,< 10 Juta,used referral,Gaji,1,50000.0
871419,Female,19,Pelajar,< 10 Juta,used referral,Gaji,1,50000.0
1906506,Male,19,Pelajar,< 10 Juta,used referral,Undian,0,0.0
2782110,Male,19,Swasta,< 10 Juta,non referal,Undian,1,531538.4615384615
1179534,Male,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Lainnya,1,28488.571428571428
1937096,Male,19,Others,< 10 Juta,non referal,Dari Orang Tua / Anak,0,0.0
3734290,Male,19,Pelajar,< 10 Juta,non referal,Undian,1,5581.395348837209
1461398,Male,19,Pelajar,< 10 Juta,non referal,Undian,1,50000.0
2730514,Male,19,Others,< 10 Juta,non referal,Tabungan,1,68913.21428571429
1947082,Female,19,Others,< 10 Juta,non referal,Tabungan,1,60000.0
1925894,Male,19,Pelajar,< 10 Juta,used referral,Gaji,1,5405.405405405405
2506208,Male,19,Pelajar,< 10 Juta,non referal,Undian,0,0.0
2827352,Male,19,Pelajar,Rp 10 Juta - 50 Juta,non referal,Gaji,0,0.0
1883032,Male,19,Pelajar,< 10 Juta,non referal,Gaji,0,0.0
723143,Male,19,Pelajar,< 10 Juta,non referal,Gaji,1,79565.21739130435
2885534,Male,19,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,5454.545454545455
869032,Male,19,Pelajar,< 10 Juta,non referal,Undian,0,0.0
3337197,Male,19,Pelajar,< 10 Juta,non referal,Keuntungan Bisnis,0,0.0
2555309,Male,19,Pelajar,< 10 Juta,non referal,Gaji,1,10465.116279069767
1980471,Male,19,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,166666.66666666666
3481220,Male,19,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,200000.0
2979440,Female,19,Pelajar,< 10 Juta,non referal,Undian,1,26947.972972972973
537038,Female,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,1,40000.0
2018389,Female,19,Pelajar,Rp 10 Juta - 50 Juta,non referal,Keuntungan Bisnis,1,70000.0
3305380,Female,19,Pelajar,< 10 Juta,non referal,Gaji,1,43611.11111111111
2045384,Female,19,Pelajar,< 10 Juta,used referral,Undian,0,0.0
2768567,Female,19,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,1,10000.0
3681086,Male,19,Pelajar,< 10 Juta,non referal,Undian,1,36500.0
3080678,Male,19,Pelajar,Rp 10 Juta - 50 Juta,non referal,Gaji,0,0.0
3107920,Female,19,Pelajar,< 10 Juta,non referal,Keuntungan Bisnis,1,4000.0
2225394,Male,19,Pelajar,< 10 Juta,non referal,Gaji,0,0.0
1715250,Female,19,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,66666.66666666667
2961068,Male,19,Pelajar,Rp 10 Juta - 50 Juta,non referal,Gaji,0,0.0
2872909,Male,19,Pelajar,< 10 Juta,non referal,Gaji,1,72222.22222222222
3485265,Male,19,Pelajar,< 10 Juta,non referal,Tabungan,1,69767.44186046511
2381417,Female,19,Pelajar,< 10 Juta,non referal,Keuntungan Bisnis,0,0.0
2384080,Female,19,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,0,0.0
1591695,Male,19,Pelajar,< 10 Juta,used referral,Undian,1,60000.0
2844775,Male,19,Pelajar,< 10 Juta,non referal,Gaji,1,18462.46153846154
3803854,Male,19,Pelajar,< 10 Juta,non referal,Undian,1,42857.142857142855
3738578,Male,19,Pelajar,< 10 Juta,non referal,Gaji,1,88709.67741935483
3003982,Male,19,Pelajar,Rp 10 Juta - 50 Juta,non referal,Gaji,0,0.0
1923957,Female,19,Pelajar,< 10 Juta,non referal,Undian,1,136206.89655172414
2453861,Female,19,Pelajar,< 10 Juta,non referal,Undian,1,135714.2857142857
1116920,Male,19,Pelajar,< 10 Juta,non referal,Gaji,0,0.0
444504,Male,19,Pelajar,< 10 Juta,non referal,Gaji,1,72000.0
3436345,Male,19,Pelajar,< 10 Juta,non referal,Keuntungan Bisnis,1,100000.0
3440504,Male,19,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,13636.363636363636
3391794,Male,19,Pelajar,< 10 Juta,non referal,Tabungan,1,172439.0243902439
635241,Male,19,Pelajar,< 10 Juta,non referal,Warisan,1,50000.0
1318413,Male,19,Pelajar,< 10 Juta,non referal,Undian,0,0.0
1886561,Male,19,Others,< 10 Juta,non referal,Undian,1,100000.0
3765349,Male,19,Others,< 10 Juta,non referal,Undian,0,0.0
2482210,Female,19,Pelajar,< 10 Juta,non referal,Gaji,0,0.0
3397656,Male,19,Pelajar,> Rp 50 Juta - 100 Juta,non referal,Gaji,1,50000.0
2328556,Male,19,Pelajar,< 10 Juta,non referal,Tabungan,0,0.0
2075008,Female,19,Pelajar,< 10 Juta,used referral,Undian,1,7272.727272727273
980906,Female,19,Pelajar,< 10 Juta,non referal,Tabungan,1,15330.892857142857
599168,Female,19,Pelajar,Rp 10 Juta - 50 Juta,non referal,Keuntungan Bisnis,1,10000.0
2926296,Female,19,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,0,0.0
424777,Female,19,Pelajar,< 10 Juta,used referral,Tabungan,1,100000.0
3021345,Male,19,Pelajar,Rp 10 Juta - 50 Juta,non referal,Gaji,1,140666.66666666666
3825295,Female,19,Pelajar,< 10 Juta,non referal,Keuntungan Bisnis,0,0.0
3827240,Male,19,Pelajar,< 10 Juta,non referal,Gaji,1,17045.454545454544
3839722,Male,19,Pelajar,< 10 Juta,used referral,Tabungan,0,0.0
3797268,Male,19,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,0,0.0
305718,Male,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Undian,1,5682295.081967213
861974,Female,19,Pelajar,< 10 Juta,non referal,Undian,0,0.0
995496,Female,19,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,36666.666666666664
2829726,Male,19,Pelajar,Rp 10 Juta - 50 Juta,non referal,Dari Orang Tua / Anak,1,470000.0
3833202,Male,19,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,1,257232.55813953487
2522621,Male,19,Pelajar,Rp 10 Juta - 50 Juta,non referal,Gaji,1,131052.63157894737
1939960,Male,19,Others,< 10 Juta,non referal,Undian,1,26363.636363636364
3162033,Male,19,Pelajar,Rp 10 Juta - 50 Juta,non referal,Undian,1,185142.85714285713
3753756,Male,19,Pelajar,Rp 10 Juta - 50 Juta,non referal,Gaji,1,7916.666666666667
3755714,Female,19,Pelajar,< 10 Juta,used referral,Undian,1,89090.90909090909
3752326,Male,19,Pelajar,< 10 Juta,non referal,Gaji,1,500.0
3767341,Male,19,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,0,0.0
3762565,Female,19,Pelajar,< 10 Juta,non referal,Tabungan,0,0.0
3778632,Male,19,Pelajar,< 10 Juta,non referal,Undian,0,0.0
2858873,Male,19,Pelajar,< 10 Juta,non referal,Gaji,0,0.0
3746919,Female,19,Pelajar,< 10 Juta,used referral,Dari Suami / istri,0,0.0
3762349,Male,19,Pelajar,< 10 Juta,non referal,Undian,1,862.0689655172414
3813923,Male,19,Pelajar,< 10 Juta,used referral,Gaji,0,0.0
2186838,Female,19,Pelajar,< 10 Juta,used referral,Undian,1,164102.5641025641
3813080,Male,19,Pelajar,< 10 Juta,used referral,Gaji,0,0.0
3769065,Male,19,Pelajar,< 10 Juta,non referal,Gaji,1,90000.0
3739435,Female,19,Pelajar,< 10 Juta,used referral,Undian,0,0.0
1500874,Female,19,Pelajar,< 10 Juta,non referal,Hasil Investasi,1,345454.54545454547
3449923,Female,19,Others,< 10 Juta,non referal,Undian,1,51428.57142857143
3738637,Male,19,Pelajar,< 10 Juta,non referal,Gaji,1,11428.57142857143
3806217,Female,19,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,48571.42857142857
3805678,Female,19,Pelajar,< 10 Juta,non referal,Undian,0,0.0
824937,Male,19,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,0,0.0
2327959,Male,19,Pelajar,Rp 10 Juta - 50 Juta,non referal,Lainnya,0,0.0
2596536,Male,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,1,47058.82352941176
2224976,Male,19,Pelajar,< 10 Juta,non referal,Gaji,1,4687.5
3804151,Male,19,Pelajar,< 10 Juta,used referral,Undian,1,60000.0
3877228,Female,19,Pelajar,< 10 Juta,non referal,Gaji,1,18139.53488372093
3784430,Male,19,Pelajar,< 10 Juta,non referal,Undian,1,11206.896551724138
3880680,Male,19,Pelajar,< 10 Juta,used referral,Gaji,1,3170.731707317073
3807227,Male,19,Pelajar,< 10 Juta,non referal,Undian,0,0.0
3745491,Male,19,Pelajar,< 10 Juta,non referal,Gaji,1,676721.3114754099
3843848,Male,19,Pelajar,< 10 Juta,non referal,Tabungan,1,100000.0
3328310,Female,19,Pelajar,< 10 Juta,used referral,Gaji,0,0.0
3295474,Male,19,Pelajar,< 10 Juta,used referral,Tabungan,0,0.0
3692507,Male,19,Pelajar,< 10 Juta,non referal,Tabungan,1,32648.571428571428
1479848,Male,19,Pelajar,< 10 Juta,non referal,Undian,1,17000.0
1938287,Female,19,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,500.0
2077394,Male,19,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,121111.11111111111
186774,Male,19,Pelajar,< 10 Juta,non referal,Tabungan,0,0.0
3407610,Female,19,Pelajar,< 10 Juta,used referral,Gaji,0,0.0
299821,Female,19,Pelajar,< 10 Juta,non referal,Undian,0,0.0
290049,Male,19,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,50000.0
135451,Female,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,1,48250.0
1996861,Female,19,Pelajar,< 10 Juta,non referal,Gaji,0,0.0
3060907,Male,19,Pelajar,< 10 Juta,non referal,Gaji,0,0.0
3799523,Female,19,Pelajar,< 10 Juta,used referral,Dari Orang Tua / Anak,0,0.0
3309754,Male,19,Pelajar,Rp 10 Juta - 50 Juta,non referal,Tabungan,1,18181.81818181818
3756405,Female,19,IRT,Rp 10 Juta - 50 Juta,non referal,Keuntungan Bisnis,1,4355.68
3469702,Female,19,Pelajar,< 10 Juta,used referral,Gaji,1,50000.0
1665679,Male,19,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,1,122000.0
130882,Male,19,Pelajar,Rp 10 Juta - 50 Juta,non referal,Undian,1,54444.444444444445
2542947,Male,19,Others,< 10 Juta,non referal,Dari Orang Tua / Anak,0,0.0
3771238,Male,19,Pelajar,< 10 Juta,non referal,Tabungan,1,94946.42105263157
3784956,Male,19,Pelajar,< 10 Juta,non referal,Hasil Investasi,0,0.0
3854169,Female,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Gaji,0,0.0
2954419,Male,19,Pelajar,< 10 Juta,non referal,Dari Orang Tua / Anak,1,70000.0
2270478,Male,19,Pelajar,< 10 Juta,non referal,Keuntungan Bisnis,1,376666.6666666667
3703039,Male,19,Pelajar,< 10 Juta,non referal,Gaji,1,16000.0
2717078,Female,19,Pelajar,< 10 Juta,non referal,Undian,0,0.0
3800668,Male,19,Swasta,< 10 Juta,non referal,Gaji,1,17818.18181818182
3647397,Male,19,Pelajar,< 10 Juta,used referral,Keuntungan Bisnis,1,101020.40816326531
3832218,Female,19,Pelajar,< 10 Juta,non referal,Gaji,1,54651.16279069767
3506810,Male,19,Others,< 10 Juta,non referal,Undian,0,0.0
3860522,Female,19,Pelajar,< 10 Juta,non referal,Gaji,1,38048.78048780488
3813976,Female,19,Pelajar,Rp 10 Juta - 50 Juta,used referral,Undian,1,8775.510204081633
